Screen Name, Description, User ID, Followers Count 
bouba_daniel, "", 4046574538, 20 
phoneclouduk, "Hosted Telephone Services", 719629042799022080, 473 
sonyagoins1, "Channel 12 Reporter (sgoins@twelve.tv), Mom, Runner, Model, Actress, Fighter of Crohn's Disease, Champion Car Dancer. Comments mine, not employer.", 19041207, 3591 
EYLUL_1972, "ÇERKES", 2256608628, 21392 
icollegeint, "Private FET College in South-Africa. We offer scholarships, work experience and A guaranteed job after graduation. Campuses Nationwide. #JOBS #EDUCATION #ZA ☺", 2599558448, 1138 
BizCoachPhyllis, "A business coach for 27 years, Phyllis co-authored Timeout! To Retreat, Review, & Renew & is contributing author to Shift Happens & My Favorite Christmas Memory", 247562111, 1392 
DavidRHooper, "Marketing / Content Strategy", 37819383, 298 
S22Syd, "Proud dad | Love hiking, travelling & reading | Views are mine | Speak truth to power!", 805547964, 3105 
jessauf, "Teacher. World traveler. Lover of dogs& Languages.Builder of beautiful dollhouses. Expert baker of cookies, cakes, brownies etc Shopaholic! #SoapOpera megafan!", 1292078516, 914 
artesaniaen, "piedra piedra piedra", 1662000925, 7130 
FOOEL66420, "First Order Of Eternal Light
@MysteriousS6642
@BjornSidious
PayPal...? /m.stranger.420@gmail.com
Arise From The Ashes To Become What Ever You Desire. #Anything", 769695797386641408, 1565 
GuideToEQ, "", 772455726694281216, 96 
mensah_enyonam, "", 773169485272481792, 26 
paintbrush_vn, "", 723419273658429441, 16 
AiGerona, "mom of 5| food| lifestyle| Beauty| fashion| Parenting| Health&Fitness|
IG:@Aijoam_kei", 4052874432, 32762 
PrimalColin2, "TAOSI & TAOSW, The Art Of Self Improvement/Worth are now real and registered with company house and started on Kickstarter. https://t.co/6A6h90Ws3M", 755758870522372096, 1309 
MichaelVarhola, "Author, @SkirmisherGames Publisher, @rolldinfinity Editor-in-Chief, @ConClaveSF Guest of Honor, @hauntedtrips Editor, @Comicpalooza Paranormal Track Director!", 2837284423, 11634 
AndreasLinnuste, "Contact me for the best and the most variety of Seo Hosting | Web Hosting | Dedicated Servers | VPS Servers | 1 888 539 8866 | andreas@missgroup.com", 2340517536, 11451 
VM_Solutions, "Solutions by @VolunteerMatch makes it easy for companies and organizations to take their #volunteer and #CSR programs to new heights.", 95542428, 1904 
book_catalyst, "Online non-fiction book writing course. Business growth and personal development tool. Stop trading time for money", 4210814103, 238 
MasterSogga, "I believe everything happens for my highest good", 770226408123686912, 200 
Hotdogonastick1, "Hot Dog on a Stick™ We are famous for our hats, food, & fresh lemonade but we are most proud of our employees.", 65461435, 5835 
writers4hire, "Copywriters, editors, wordsmiths and social media consultants.", 40705598, 1169 
Gakovsky_HU, "Gakovsky - the variety and the perfect and tasteful harmony of elegance, subtlety and extravagance!", 755527869812662272, 155 
appgopokemongo, "We share Pokemon GO player story", 752526178850930688, 31 
fiestorevintage, "The online e-store for selling vintage used unisex clothing", 770290514188828672, 280 
DaxApps, "I develop and improve iOS apps. #iOS #Swift #xcode #iphone #iOSdeveloper", 712649700403339264, 395 
mathewdenis, "", 41719087, 5182 
monumehlajaat, "Full Time Blogging @SEO @Social_Media_Marketing @Content_Marketing@Wordpress", 2178227635, 211 
_Bhavin__, "", 2992498063, 132 
sonusteve786, "#Digital adict ( #Digitalism) #seo #orm", 3248165545, 234 
Kvn_valentino, "Project Consultant at @BRNDLA.                      Creating affordable, agency quality websites for all business types. #Webdesign #Marketing #BrandBuilding", 732777639941787648, 352 
tomdownhere, "I'm just me..Real..
Followback 100% 
Shine love & Light.
Always treat others as you would want to be treated.
#PureLight
♥Love on All
Live in peace & Positivity", 2968760776, 7508 
Invest_in_Elgin, "If you're looking for a location to set up a new business, to expand your #business to other locations, or just looking to #immigrate then #Elgin needs you.", 1645741748, 4763 
501c0c120ed84bb, "الزمالك ❤عيلتي واصحابي❤[واذا سالك عبادي عني فاني قريب اجيب دعوه الداعِ اذا دعاني ....... ]..تيم الفرسان❤  ‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏", 3010695521, 19397 
SalesBuildernc, "A Marketing Advantage. Create Excellence. Professional Designers For Perfect Online Stores And Service Websites. Your Brand Starts Here. Use Sales Builder.", 752649799539785728, 460 
BKMediaGroup, "We love design, especially good design. That's why we specialize in custom web design, SEO and digital marketing.", 104583230, 366 
Jeneanenuzzo, "Everyday I wake up is an awesome day. I have breath in my lungs, my children are incredible and everything about my journey is a blessing.", 2168539813, 161 
ShoutoutNetwork, "★ Social Media #Marketing ★ Social Media Management ★ #Promotions ★ Check Out Our WebSite ★  Supporting #ProjectLG ★", 91460306, 206973 
DawnJ_, "Digital Account Manager @clickymedia with a background in #SEO & #ContentMarketing. Twice incorrectly called an expert by someone on the internet.", 1413760981, 570 
TenGoldenRules, "We're an Internet marketing firm helping businesses develop strategic marketing solutions that drive web traffic and increase sales conversions.", 16411145, 1928 
L3ARNING_LOV3RS, "Leticia Lafuente López founded https://t.co/LuFdD9Dtrb. eLearning manager. Bachelor's and master degree in Communications, Psychology and HR Management.", 71292413, 1373 
Kitty_Cass, "UNT Advertising Student. Figure Model. Cat Lady.", 2999689004, 125 
Katrinavision, "Award Winning Entrepreneur. Cofounder of @OneStory_com. Saskatchewan Gypsy. Mother of Dragons.", 43992896, 12714 
nancydraughon, "Entrepreneur", 2467046870, 26 
saladesvertes, "écrivain et guitar player façon Zappa ! Fou amoureux de Marilyn Monroe ! Anti Racists !  Don't Follow Pornos compt! #TeamDiana ♡   @THExD0GFATHER  #MGWV#Tity ♡", 2424216853, 11600 
MikeVanDervort, "Executive Director @ CUE Inc., an organization for positive employee relations. https://t.co/FlUZZP437e and co-host on the #DTHR team", 8200352, 26855 
Crztalbawl, "", 2595331357, 1045 
gabriel42523306, "", 771055328469327873, 2 
RobinNoftall, "~ Senior Search Associate ~ #Executive ~ #Talent ~ #Recruit ~ #Headhunter ~ Davies Park #ExecutiveSearch", 1525538905, 2369 
marcosnyc, "Writer. Filmmaker. Teacher. Photographer. Jack-of-all-Trades", 1679560866, 328 
sheetalkuchekar, "Music fanatic | Vegetarian | Ambivert | Ruminator | Technical Analyst | Digital Marketing | Social Media. Sipping Wine + Hogging Favorite Food = Cheerful Me", 3189734958, 592 
eminent_mgt, "An event management company offering different services along the Event Value Chain. Our goal is to Exceed our Clients' Expectations.", 773180739416449024, 24 
worthy_one77, "Sports & music enthusiast. We are the music makers, and we are the dreamers of dreams. -Wonka", 212695357, 4895 
SBRAmerica, "Your home for the latest news & info about Softbank Robotics and our family of robots. Learn more here: https://t.co/UXMxH1vobk", 728658612353011712, 5457 
rodolfonatan13, "", 756942173086576644, 116 
ontimecable, "Try our MOTI device for free for 45 days.   If your monthly cable bill is more than $100.  You don't want to miss this!   They are going fast!", 2893677999, 852 
ateehsaleh, "", 562918901, 5067 
kcshukla6, "with Congress", 758315296331554816, 872 
jonesmllc, "We help small businesses grow using digital marketing.", 770231126862422016, 854 
VisionsByVern, "At Visions By Vern, our mission is to capture and provide artistic images demonstrating visionary excellence.", 2908564419, 612 
ricky_akin, "I am just Akin (ākiN) all over and received new Call W5AKN", 4104969733, 762 
Mephom, "Patience is a virtue but there's a thin line between patience, fear  and procrastination.", 582658603, 441 
varuolo_m, "LOVE KILLS", 763478534350336004, 598 
jillsfastlane, "Managing Director of Social Media
**Views shared here are my own and do not reflect the opinion of Fastlane or the company's clients**", 750338190691696640, 71 
artios_io, "Artios makes online marketing quantifiable using artificial intelligence. We offer data driven content strategy, content marketing, SEO & social media.", 14770746, 11266 
webmarketingstr, "", 372413292, 1513 
TDIDBPSD, "Use #Excel and your data with #ChartSmartXL to get BIG PROFITS FROM SMALL DATA. #HassleFree", 770658180212797441, 28 
Whistic_Inc, "Whistic is a cloud-based platform that uses a unique approach to solve the challenges of third-party risk management.", 3505519275, 1321 
angie_ares, "Curiosa, provocadora, determinada, estimulante, inquieta, apasionada por la vida #businessgirl//Curious, independent, driven and living life - Moment Collector", 1500226195, 392 
1nAW3ofGreatIAM, "yes what u hear is 99.7%true✨
#IstandWithIsrael✡Do U?✨
#4EV3r❤#1OV3
⭐❤@4Eternidad❤⭐
☝#OurFatherYHWH✨w3 Serve⚡#7thHeaven⛪
✡#TFJC✝⭐777way's✨
✝b4&After⏳#EndOfDays✨", 229335572, 112434 
WatermarkAdvert, "smart design \ creative solutions \ certified @HubSpot partner", 32571146, 383 
BeldiSana, "Master of Fine Arts and Decorative Applied Arts. #Handmade, original artisan designs of #jewelry featuring Natural Stones, Leather, Silver, Horn.", 309760750, 3856 
BrungerB, "Marketing Guy, LDS, Graphic Artist, Silicon Valley Techie, Family History Buff, Patriot, Writer, Japanophile, Conservative, Current Events Junkie...and More", 1609140835, 4615 
SmokHaus6, "Share the love promotions! -----------Mutual follow. ----------#TeamFollowBack", 2408361265, 21660 
topiclyseo, "AI and ML bringing you the best in SEO tips, news and best-practices.", 763385792286691329, 923 
susankleintwit, "Bats right, tweets left in the City by the Bay.", 28661143, 1076 
PriceAP, "I'm a supply chain planner but I mostly tweet about science and society.", 308834413, 8032 
tripdivvyvaca, "Tripdivvy = Vacation rentals, cruises, all-inclusives high down payments: Gone. One member of the group stuck collecting money: Gone.", 773146524402450434, 14 
BarrieNJ, "British ex-pat. Hate seeing the US head rapidly to the socialism I left in the UK.", 15161367, 5476 
JessicaDrown, "JESUS SAVES! • Sales Manager For Websites, Logos, Etc. https://t.co/OSjeAqaOYz Message me, I can help • Engaged to @AshleyJensen • French Bulldog Breeder", 18775482, 117203 
A_mandatoryPR, "CEO of AmandatoryPR. #Marketing & #PR strategist. Corporate Event Planner. Blogger. 601 bred, 205 is home. @SouthernMiss Alumna. #SMTTT @TroyUSpirit Alumna", 80188526, 1828 
deepoceancap, "Providing the bridge between Africa and Asia by investing in and incubating MOC related projects", 3973785993, 1402 
BuskersOTB, "ATTENTION SPORTS LOVERS: Dublin's Newest Social Interactive Entertainment Venue NOW OPEN - Pool, Pong, Foos!", 258838438, 2556 
raylyons1985, "Tech Maniac | Entrepreneur | Investor | Focus on the Essentials", 722868178217361415, 45 
ChartSmartXL, "Affordable, Easy to Use Data Analysis Add-in for Excel Creates Performance Charts, Pareto Charts, Histograms and much more. #HassleFree #ChartsmartXL", 770639439773114368, 44 
MdMi20, "I am a boy", 773161477523972097, 7 
BalconyPets, "Animal lover, creator of a revolutionary new pet door for apartments, homes, travelers, or anyone who needs a lightweight portable pet door.", 2926302847, 1543 
JoeGisultura, "Online #Entrepreneur. 
Promotes #Health & #Wellness.
Proud #Seafarer.
Snapchat: jgisultura88
IG: joegisultura
LinkedIn: josegisulturajr", 2464302726, 337 
VictorKanakiev, "Interesed in #PR #Marketing #Business  #SocialMedia #Management  #EmotionalIntelligence / Communicator / Think positive.", 894891338, 228 
dhakadesigns, "Creative Graphic Design services for #Logo #Banner #Flyer #Poster #Postcard #BookCover #Brochure #Label #PhotoEditing", 4075038732, 2097 
topiclytrvltips, "AI and ML bringing you the best #travel tips and news", 771478246588227584, 307 
FabYOUlousLife, "Self Help with sass. Ditch the drab and find your FAB at http://t.co/GZ1GmHgjLg", 752343469, 1081 
Coverbind_NYC, "Coverbind - Regional Sales Representative for New York cesar.garcia@coverbind.com", 4830016324, 33 
dcscompot, "", 2859581610, 583 
geeksters, "Geeksters! is a show about the geek culture and the fun we have with it. Catch us on Facebook: https://t.co/uhBIubsqqN", 1661706457, 1391 
Aashanshadobhal, "check daily tips on #health, #beauty,#scincare #food.", 740059057596272640, 2348 
10xyourbusiness, "Married Father of 4 makes time to help Network Marketers, Home Biz Owners recruit more reps generate more leads & build their online brand to become Top Earners", 1373076818, 7034 
carterseagrove, "#indies Alp Mortal/Chambers Mars/Shannon M Kirkland/Morgan Starr #authors #publishers of #LGBT fiction #editors #filmmakers #arts #patrons", 2905030419, 22279 
positivebrand, "Innovative Digital Marketing Agency - Helping Your Business by Understanding Your Business", 192547481, 947 
petersonsar, "Insanely useful guides on traffic, list building + marketing on @SumoMe. Latest: 57 BEST WordPress Plugins for 2016- https://t.co/mWzsprPRnY (Love it? Tweet it)", 239207350, 4237 
DigitalBlahCom, "Live, breathe, sleep, dance, work and eat Digital! Digital-Blah, delivering measurable online results through effective digital marketing.", 3342744130, 200 
BrandyMatlack, "", 773143719335919616, 10 
SaleFunnel, "", 772032077516705792, 36 
portalbusiness, "Professional business centres in #warrington & #wirral with serviced offices, meeting rooms and virtual office services for small to medium business.", 45528879, 1929 
DogBreedCartoon, "SIT & STAY dog cartoons like you’ve never seen before. With 400+ breeds, we’re sure to have just the character to capture your best friend.", 777259848, 9412 
drmaviglinoga, "Everything needs Marketing.  PhD in  Marketing. #ServiceTheater #Dramaturgy #MarketingIsDrama", 55204504, 3149 
botanic_io, "Building Humane Machines", 3398685926, 60 
EttieHolland, "Freelance Copywriter & Content Marketer. Tweets on #contentmarketing, #copywriting, #creativewriting and #food. I love food.   https://t.co/UBNsSMa7lF", 380532539, 292 
